"RDA1","RDA2","Variable"
0.591613257808059,-0.0857716607427239,"Nitrate"
-0.00515399022501384,-0.564759573629504,"Temperature"
-0.537736076797175,0.245634498073189,"Salinity"
0.202077462796758,0.148757573367935,"Ammonium"
-0.349355246287957,-0.410030022017756,"PAR"
